n,rho,L,S,k,alpha_PN,Delta_T,Ra,RL,Th,R,K,V_TEG,I,P_TEG,P_load,P_R,P_max,I_max,Q_h
86,0.0051323229409310205,0.06007864844725666,0.009912302344646517,1.3312165218705152,0.09024224382769824,68.02609059351542,0.00758180601464205,8.466351439082024,402.92186193626367,5.358003794164836,37.7773536959511,521.9110570723109,0.013082079615245351,6.827682000696831,-6.827682000696831,0.0014489382181348555,151.2189575631294,0.5728651275565194,221047.59725613406
42,0.0017517903791801467,0.024388037385463524,0.003892718626336518,2.373234216380224,0.07308352571861129,39.95478877442333,0.0038461933621625737,4.618075436072341,302.98000150088285,0.9257492647712557,31.81969762431937,120.03151225687762,0.06712798634447452,8.057473715686307,-8.057473715686307,0.020809817058472055,96.71026704464285,1.5771207950668822,53459.01188747962
30,0.007812605094129453,0.02294464291129504,0.008086026320604747,1.9443680476754723,0.0496699473343455,93.9024282693949,0.006049243495950439,2.4137139992590617,428.5151292572764,1.3361767522450814,41.113417030448815,135.52462858549626,0.10974674341928843,14.873386640366821,-14.873386640366821,0.029071610634046074,122.10639151812539,1.7453262298087442,115889.3259647068
82,0.008662839626464677,0.06845167268055416,0.004663967610559009,0.5658026691067031,0.028656638214032942,80.97948646910129,0.004744781497676941,7.648994624552155,372.27424961972866,20.856021974202406,6.322375713730511,187.97892044226407,0.0013508802151273288,0.2539370044864487,-0.2539370044864487,1.3958477083623134e-05,5.293256063508334,0.05563380805250513,41983.76473351136
77,0.0041728275651790004,0.05853012376723775,0.00828555971504737,1.3518918901888035,0.0698468231931018,98.89825503835435,0.007280630669562078,9.788679392395055,396.26147144814183,4.5467882591620175,29.471693558428598,525.1752821682306,0.019193927409605818,10.080176243256272,-10.080176243256272,0.003606216534790041,202.02102865273565,0.759627295140783,224472.6692176978
14,0.0014857285963826969,0.03931162897751339,0.005437270526369045,0.687788937206343,0.07785010596234011,89.86267558752876,0.0010668305664453754,6.373068214993223,391.81729586051813,0.30183897527631753,2.6636252220855203,95.15223141712954,0.6600567670219754,62.805874244117355,-62.805874244117355,2.7765860847247295,567.5051839879126,11.588660493801717,3631.9984515760484
25,0.000428901614135155,0.023231250539992112,0.008883921910680173,2.457095091316603,0.06436697922684484,10.478353627460809,0.0012631667719629844,1.4308378064005673,439.51808033655345,0.05734155734742644,46.98120077693347,16.523951261389563,0.23546482584899095,3.8908093061003077,-3.8908093061003077,0.0793309194968007,49.5818687767812,5.881074751631024,12473.636303058198
85,0.009827492102269417,0.024388306042863277,0.008813057948845468,1.6504249402698496,0.0546055102334123,15.43018093401869,0.0081509131059723,2.123300143641155,401.2490410705637,4.631393003487587,101.38873131463937,70.78064398640964,0.0021288291071160596,0.15067989513868812,-0.15067989513868812,9.622612303767041e-06,3.2573338719902303,0.09096322664276996,132981.9136595086
74,0.0037955784327542226,0.021647110368002622,0.0033502027520631887,1.787356174863922,0.020623740822527274,90.8373032066078,0.0011431878402484918,3.8586485364855703,374.010407756465,3.6308247552197046,40.93963629205704,136.78508876573042,0.006873879779430706,0.9402442557943886,-0.9402442557943885,0.00018232200468444276,17.882564073569643,0.257986149793815,275198.53272509505
84,0.004258746160927046,0.06210301487850052,0.004103806934563393,1.2289253688542139,0.0806257512422997,20.703904541881492,0.009648657073399512,5.016120658966149,339.2993691050196,10.836864632237983,13.642973266049967,138.55838012404294,0.0018237131054528192,0.25269073370253053,-0.25269073370253053,1.6683263630071704e-05,5.399676083090216,0.07701802661501578,23731.06580276906
52,0.0006008223390369485,0.018303415336623993,0.005492008838286093,1.835429777742956,0.054243228445256406,63.60252820211384,0.007155130679367015,0.29939842666205274,305.9762279182075,0.21540288089749962,57.27567358916817,176.04014679172087,0.29999147825487565,52.810543868253646,-52.81054386825365,0.026944327583077517,718.3426676673203,8.008264449826056,189688.04151770312
69,0.0037184114520077624,0.09194902501541173,0.006254759706384954,1.6436872762542682,0.08687033965446068,41.93390182645665,0.005287545348548824,4.868871303752027,345.2362091604043,7.54878988056285,15.42985272795628,247.74497237387513,0.006928984583024096,1.7166210941003113,-1.7166210941003113,0.00023375853956250186,30.323920525096366,0.24128452058792,44659.66722448255
87,0.0002646169399652859,0.017467457289057638,0.0038556251744273676,2.0493669501696044,0.02213367811206778,13.03944104633236,0.0088725683504519,4.801360288761535,424.36198886319,0.21746654999014176,78.71075779766792,24.87894575965015,0.012166915288086692,0.302700025514567,-0.302700025514567,0.0007107637413639416,8.330900096642338,0.6635751357941901,89301.89385021247
93,0.002384349120527277,0.08203406158965146,0.005467081590441391,2.3002042620165692,0.0968580445902987,17.458855533247313,0.008646968168564279,4.415241783701692,351.6281406590839,6.663239207665759,28.51285391028877,155.58677930050402,0.002709565972550482,0.42157264297136743,-0.4215726429713674,3.2415591473599394e-05,9.977930842914349,0.12689253342348839,46304.147137001775
54,0.007672625820068887,0.08894178692931146,0.0012971016752774272,1.3086130526176283,0.05420809370044237,78.92492316065608,0.007776725832761083,3.1557121892734252,435.73892838033396,56.82756417922719,2.0611195038440457,226.7579855680363,0.0013927690931781187,0.31582151393049085,-0.31582151393049085,6.121468640353468e-06,4.348418481339072,0.03764343670001062,8786.153233317755
34,0.009446822842411001,0.018411351079970564,0.006838902662813544,2.2906902278385672,0.01651153315772443,85.81616343469942,0.007993199356298808,9.57372176456482,487.51812363664703,1.737387091209769,57.85968152442839,46.957181321164356,0.020641836199108962,0.9692824452033335,-0.9692824452033336,0.004079223083539513,9.822800570508235,0.4077837446789391,168825.69697877415
24,0.007524992562823994,0.048367529229091495,0.002942480690673258,0.6301649628859693,0.035210237347525354,42.69015657239406,0.00783675611938319,6.693451823353064,351.31349485635957,5.945117617967551,1.840158401921122,34.63935682537648,0.010062712762069707,0.34856589799660237,-0.3485658979966023,0.0006777668039810313,2.2802591115471755,0.12641722518442683,1888.339760682597
24,0.003460097812550234,0.052589860655113944,0.0005254664451319706,1.8709547620369367,0.09123221863905519,32.20951629373303,0.0057400898154404386,7.897521177308072,454.7665545670426,16.627868958444292,0.8973202991422006,67.64357447691121,0.0072206103618461135,0.4884278947802943,-0.4884278947802944,0.0004117547516718846,3.11587147725567,0.08836206371700302,700.8335482990626
19,0.004946534475221828,0.06221773951869336,0.001249373537724724,0.9621401018632869,0.04006161537680734,54.42315433141865,0.007295825192118509,5.204392952856987,431.23168726077904,9.367957788853078,0.7341756692179842,39.306970009130325,0.011901375274470018,0.4678070009809982,-0.4678070009809982,0.0007371644436540502,2.410310639368086,0.11636898487161376,763.0608721039837
44,0.003455952656119805,0.07446197567962168,0.0011536511274445262,1.577737006790299,0.09730702925119163,23.705479530725533,0.00462578128163458,3.724853372160759,379.9170694789057,19.634183602280352,2.1510832782396685,99.19842400518283,0.002658636319482278,0.26373253289558174,-0.26373253289558174,2.632855645382253e-05,2.981025939213296,0.058742187524464425,2247.989801064817
37,0.0018769535830867716,0.01243620862994711,0.0032332303952607015,2.0460699523396464,0.049970926832915104,65.52464591662311,0.008041936198348141,3.775008468751924,441.26551115430925,0.542282178490846,39.36414755180975,118.39427640762733,0.13734911729032312,16.261349356814144,-16.26134935681414,0.07121470433826887,182.87762600676524,3.019025349463439,95546.77700640858
70,0.0017927673269630018,0.0758257605999844,0.002540694462703262,1.9931685764008253,0.0430341619996933,76.5556994717333,0.007460959085518577,2.8064955271404024,355.934700635375,7.498055652694932,9.349916512958087,227.33873809792425,0.006243500541077637,1.4193895343222973,-1.419389534322297,0.00010940084130368732,25.332097315251232,0.21969097894614198,50111.94204818528
14,0.004688164676106382,0.0790267154905833,0.00567155293055092,1.942860220284412,0.08107926523501689,73.35690150230916,0.008676286649608936,5.514936199073948,359.87579102988843,1.8377568393508683,3.9041603363219686,78.37026718669685,0.19036655917281398,14.919078105785562,-14.919078105785568,0.1998581269759074,67.3723294046797,1.6182020238938646,4086.8577335991413
62,0.008758272280685465,0.010878979203665498,0.00907290685093872,1.46578324516258,0.05204074664519532,93.88716746165875,0.009282148974608885,8.555956426653525,380.0983956930677,1.3114945360639922,151.58273677696633,298.5086244592579,0.054367791807477854,16.22925474733752,-16.229254747337524,0.025290181864626,282.1400402202002,1.862744434212727,882430.3314565677
37,0.009446785534083879,0.037745755063928625,0.00584305844064367,0.8880456312590514,0.016800990597324993,64.15421995326199,0.00023501370258349633,0.4881027775140505,384.7402577411352,4.516128219882261,10.172767399503181,38.80589939136679,0.00643169395125573,0.24958766838849222,-0.24958766838849222,2.0191194861581193e-05,2.379554763191621,0.11933390658265838,24148.69522281354
36,0.006121703371954729,0.03095789239728819,0.0060195736312814415,0.9111326452817259,0.08459568155836776,63.56776814919944,0.004856172112946373,7.537849979998968,410.45748006422,2.2716417127104096,12.755821948541222,188.66838931405516,0.06020759299473904,11.359269594793606,-11.359269594793606,0.027324361352670527,114.57054779124908,1.1836282635674957,29266.0415615657
79,0.006006888522321026,0.055308468514595734,0.002456630884021284,1.5709365136062348,0.0811416060715607,76.32867136746167,0.009179804475721176,7.8592625232108775,376.6762805647708,21.376909684129423,11.02462930270166,483.1163063669483,0.0036504201070838203,1.7635774788219751,-1.7635774788219751,0.00010472912899513297,35.4392712250254,0.14486263626454615,66486.93217848749
28,0.007858078028488697,0.09583492425974487,0.005850784014063192,1.3756285032491786,0.05634936230595944,75.32053399699872,0.0017823563594238515,4.0077676960252395,471.0967522436422,7.209771133440568,4.703048474478945,114.67775011759208,0.020615096339839344,2.364092866710184,-2.3640928667101835,0.001703229920926648,17.48965944967701,0.2943411088036726,9933.891488617817
40,0.005050260347520085,0.060203017079458465,0.0015441145252068592,2.4499796245530896,0.010871498528672354,35.12545677487218,0.0004883007727482047,7.463563556075229,426.58776423919426,15.752734911715406,5.027055862984736,14.897257922292825,0.0005989374951412285,0.008922526344450888,-0.008922526344450886,2.6773752188771933e-06,0.09256926580521367,0.012120636631895929,7063.216330244251
80,0.0005986635618996837,0.01877218198529409,0.0034227466915444367,1.1016478515096737,0.022272130661865508,81.75285339221286,0.004358441641523408,3.9539420405861785,482.78181400794466,0.5297012657404575,32.13829094097353,143.99940168169513,0.03930085324868808,5.659299353391189,-5.659299353391188,0.006107089117638056,125.17810011218351,1.7187142550871857,210225.5331241088
60,0.007021070939713261,0.06595106416804794,0.006292726913520836,0.6579398187701895,0.07407915190104872,91.39957821424974,0.004369407915326518,3.222333320917249,373.25498770564803,8.83450819709791,7.533286670557881,399.51830250928504,0.01269622038579178,5.072372416815313,-5.072372416815312,0.0005194208362725275,77.83756967788003,0.38320204629213905,41333.374077447195
33,0.009924724348997464,0.0876720354994315,0.0036769262477381907,1.9537559315921924,0.06317717949306119,80.14678588441896,0.005358831715387804,2.431276511388791,496.93368042509155,15.62383142818178,5.408017323780264,162.05409698884745,0.009774661646256356,1.5840239664555948,-1.5840239664555948,0.00023229390804334907,13.538142826805727,0.16204245101104295,14313.464033279044
39,0.002745899125026635,0.024186904816299187,0.009118840477982518,2.4508482688126465,0.07300400513643418,86.44446658397301,0.004759408804375491,8.057537669751792,442.26189146395086,0.5728529589369726,72.07262675257901,241.4828517586357,0.20760002518306064,50.131846106370084,-50.13184610637007,0.3472619089315956,677.8431733031915,5.508213044952618,243241.8373960193
5,0.006822997094711398,0.09931865709570903,0.008797076976241124,2.0641787544518513,0.04248410253707242,86.38493786467957,0.0070101388155735175,0.38790041299731226,453.64864970534876,0.7773238585259264,1.8283311440805814,15.012986993971339,0.8585728480957837,12.889743001838932,-12.88974300183893,0.28593975587539416,21.658928237325174,2.360654775772118,871.0046091200861
5,0.008656386282593822,0.017650096076334276,0.004398140206139151,0.9940904241108754,0.06664390374018511,32.285601410702455,0.005464041748002769,2.467067375326482,415.61611774456406,0.35285189752480683,2.477124795191487,9.861062943244411,0.5085020803872607,5.014371021469508,-5.014371021469508,0.6379203818577236,16.400465469425818,3.048925806694253,470.07238917003747
41,0.007533358031721473,0.01850121227354451,0.005224359791015667,0.5731219712594597,0.049134397277572614,84.43459252653908,0.0054691704623473,3.0834697156057738,475.8385118678776,2.1930775005793537,13.270699113847723,166.08326374178887,0.04460923171559244,7.4088467963393105,-7.408846796339311,0.006136054024100121,80.44183626150596,0.945849568032359,45983.42108288504
58,0.009648448701115366,0.0670247100730172,0.004799213081498118,1.3138438628258957,0.047242091815250305,74.70829910052927,0.006705411161124344,6.115544528533535,319.58443096911924,15.63747613134618,10.912816049655468,201.1980890516588,0.0038653140126005707,0.7776937929198343,-0.7776937929198342,9.137022513542883e-05,11.550406763927933,0.1128499348559694,47289.497658780805
10,0.0055870001073359595,0.09543677259716514,0.001925189698672673,2.255501576784515,0.04735293560546193,39.102893050414075,0.005271662197743408,4.3155937182116295,455.9645620584737,5.544520694246678,0.9099780478315341,16.79844593222325,0.030984136024500553,0.5204853337642232,-0.5204853337642231,0.004143041975961672,1.5459220650165295,0.1669789760659465,362.490994200752
43,0.0022026659390140552,0.09430718264105098,0.0044041303782971,1.363987568714573,0.012885005690564645,70.72145359240903,0.0007150949746796366,6.664309201598543,430.4183522784377,4.0570302582828255,5.478028152404275,38.30587587356856,0.005031268697193319,0.19272715420125827,-0.19272715420125827,0.00016869808860876467,2.2002488557901665,0.11230460139196584,16660.00451813483
22,0.0023021879214295054,0.05026404651464198,0.001956764162023103,1.068172270006434,0.01548955061034165,70.58714758508162,0.008131463105592754,1.516308103451429,468.1983054563749,2.610162128127445,1.8296794611052636,22.98875534304422,0.01855048380066942,0.42645253358869434,-0.4264525335886944,0.000521792625744288,2.5189764450434655,0.20944354053270367,2844.2906034832117
84,0.002265618799994041,0.0754926708818484,0.007180557556722353,2.3706037717688924,0.08643872473849108,82.21201787335514,0.002935890093333013,3.50019265598681,475.84146680084126,4.004619463294588,37.88101697281053,589.8962457946157,0.020907761454109747,12.333409989748713,-12.333409989748715,0.0015300549281532017,264.81669359863395,0.8872630780883884,261671.25003568685
9,0.005738777992289907,0.07680141801385146,0.005277763254299902,2.0445311661941385,0.07259729859468925,10.005451174009226,0.009026339316075811,5.34017110152336,392.975679975384,1.5122072878132145,2.5289888041748934,6.015642464483194,0.03833072928913234,0.23058396280631419,-0.23058396280631419,0.007846018663873041,0.7850285769687919,0.24016837252005488,237.56489487852906
47,0.004575879446830915,0.03762874503663514,0.003273596747069257,1.7219730158531845,0.030737053146890354,68.24888713986093,0.006458113671386587,6.263398657077546,492.4815981164311,4.950668945585576,14.08184764675207,96.55239316523874,0.008779305211775725,0.8476629285249996,-0.8476629285249994,0.0004827589675821131,10.444546442619869,0.21186729453042613,45176.54739761356
63,0.009705343162651396,0.020779421418780055,0.00013068545673542947,0.5053541420667906,0.020631403150729824,70.56002467974753,0.0076623003670068315,2.7690468585585797,462.7949845026766,194.44856643142168,0.4004609598028036,90.25697254425691,0.00011880754932753451,0.010723209717705729,-0.01072320971770573,3.9085743748615895e-08,0.17165276029834908,0.003743283743896187,1780.2330979958165
36,0.006837392442808518,0.049949080810722864,0.0060132991012888,2.3630100673761754,0.013663923624583192,61.96718831214682,0.0031938587960246784,2.6855842312112888,473.8174551146044,4.092387703533197,20.482519358466668,29.650180820184246,0.005644331892940874,0.16735546123482975,-0.16735546123482975,8.555863827977376e-05,1.576667705041888,0.1034499893053046,45694.10201649682
6,0.0009444261020011358,0.045259688731056194,0.006525875513588096,1.8476746864676208,0.053173643801943886,79.96400730126814,0.0016453729278154906,0.5592014391909217,302.5754523821878,0.08024527508724998,3.1969362578197016,23.54467104505461,4.085795705912303,96.19871585300184,-96.19871585300186,9.33515591247213,337.950997894708,26.493632407581224,1924.2393943301367
70,0.0006585414938682658,0.057866425936452366,0.00015137730983880556,0.948933876803421,0.06291704126404749,22.91757118649791,0.006549523901747112,8.244833878809057,489.5028729409728,35.249889275561024,0.34753464936719025,99.49630018165969,0.0005824147409738266,0.05794811189815542,-0.05794811189815543,2.79670479254299e-06,1.0321767022991475,0.02045262838615946,558.7806937674906
46,0.0049295932731537465,0.08608219136382159,0.00970519585854648,0.5495061582325815,0.0908160342526378,37.117803229149544,0.0034371025152843218,0.37666837200368053,350.9297230049224,4.026047072027672,5.699691913160013,151.69696805326345,0.01816459496419616,2.755513981984135,-2.755513981984135,0.00012428267486057167,32.457015940087935,0.4186354045462519,9758.361117807213
62,0.00882194516579658,0.05826470899310878,0.006672274072074005,0.5149366354898377,0.09282445789058308,78.02807796594966,0.004359331232449683,3.6702839976184216,426.0473643148196,9.556874669100953,7.31212777371175,441.8623448559761,0.012148534709023572,5.367980033093369,-5.367980033093369,0.0005416858210920601,85.08293624594238,0.37893737692569285,35403.923014974294
40,0.009766403427271121,0.07122431359414268,0.003002129584814994,2.354805103068097,0.04296198876816301,40.86287148255,0.008508429717216947,1.8810730682473136,391.31982619792876,18.54482701927563,7.940468314432928,68.47089934566183,0.0023606443986321757,0.16163544500964414,-0.1616354450096441,1.048254674153066e-05,1.6618955742430304,0.04733261258903817,12980.398857506854
16,0.006214813369349214,0.06482598234025493,0.002083606787217821,1.8863056060285355,0.09377555090032022,64.32844793370336,0.0003210824617949605,5.067499807002516,422.3583060893361,6.18776695489331,1.9401204376893677,90.78026816171021,0.05796418741256469,5.26200447708825,-5.26200447708825,0.01702602413756452,23.524014436091083,0.4874485163646253,2033.44515784096
51,0.005470737872602935,0.018863020302757376,0.009264451301930612,1.9102950812781596,0.059120140626712066,65.92533311821504,0.007963626179133716,9.808424454237905,416.20371642073724,1.1441186873134892,95.69937463957815,195.4366246346858,0.05718312831149308,11.17567758325035,-11.175677583250348,0.032072666810723446,169.28352288489864,1.70328262619479,321831.33488424413
87,0.008560674445076072,0.018282482705076153,0.0031615877675168244,1.6921299801623144,0.061668270596540974,36.87522963424045,0.009250491660314011,4.267754817523307,454.2577912298662,8.622899251420723,50.915854847378256,195.5795845056478,0.003014118270638724,0.5894999990224034,-0.5894999990224034,3.877216393555466e-05,13.043644542228565,0.13186003762129386,163352.78650833725
96,0.0074639619985669,0.015036924551450307,0.004091858527150748,1.5744713091005953,0.026077207452113386,51.48184537437881,0.005111877088782635,5.897718530913439,410.30970141665546,5.271453876711858,82.26167893121536,127.55322792987268,0.002622294449644706,0.3344821216347713,-0.3344821216347712,4.055523790744076e-05,8.205616322394048,0.12733704906118848,406561.0631707185
5,0.004838103623625627,0.01778792411794492,0.006367313867511537,1.4111571215381657,0.020427530800994444,71.63192401357185,0.0015273725587828739,5.9525922086410485,411.9874552314921,0.13668612540575187,5.051337215984097,7.165618126810467,0.22050305888889213,1.5800407157914012,-1.5800407157914014,0.28942455125619737,19.58080583004575,5.35264032753158,1818.44704687345
19,0.006803107582868146,0.03134559642748403,0.008917462813062042,1.7003864183655792,0.03199384652225096,79.62931393738785,0.004022721369538553,0.6642885785106464,418.35482203848403,0.9127345186818119,18.38213677542264,45.95165302247083,0.14148691906292554,6.501557811997967,-6.5015578119979685,0.013298092971413994,33.77753840382189,1.3956128516232116,27847.18993640288
58,0.006109746105052872,0.0855561670137697,0.004382802935261152,1.8081638629729626,0.02118600045018503,68.2496175326164,0.0015748512098042987,7.23926294662357,343.6826763663929,13.836618325451774,10.744752071890845,82.43130301997137,0.00178562888536287,0.14719171573056042,-0.14719171573056045,2.3082176464634216e-05,2.1909700410673594,0.05225035459391254,42533.61553974246
17,0.007175499668749836,0.05701334790441801,0.009289365237351856,1.2460795545194245,0.03009625026888233,44.716515941218894,0.0013151736690244062,7.786568423185762,436.69788793434526,1.4986591202882642,6.902941324346297,21.847823472807818,0.04045841209839196,0.8839282455157796,-0.8839282455157796,0.01274570233306032,5.136257225178761,0.44900118936337174,5256.502048612876
47,0.004748022112602593,0.0561767376854391,0.005961598560519711,1.8364679458985542,0.058583203998748445,12.841713826938655,0.009642738613256568,7.364250356194363,496.6119507297401,4.2153048044908115,18.319660427013996,34.63316379402072,0.0036611623899552954,0.12679763672783012,-0.1267976367278301,9.871122217794887e-05,1.5776152606225358,0.08923539052450218,11062.029180675163
89,0.0046145447698568865,0.0684848776171108,0.004374670783489105,1.413769294151216,0.08814294856696579,91.09071204573469,0.0031038705108896595,1.5527541011002433,485.2236419259932,12.861836745378525,16.074935496455222,706.5632236530862,0.00700454555934866,4.949154290638299,-4.949154290638299,7.618379693997362e-05,111.51938488965166,0.31212509168491975,130347.31585529786
80,0.009073539061895694,0.059013178964515696,0.005968524679698425,0.6701336186289775,0.08154890076148008,10.843765993346699,0.0027401338011670668,4.5934142134481055,346.99277722579143,14.356930845552863,10.844246283055297,69.86300103546799,0.0007668549808612347,0.053574790321962225,-0.05357479032196222,2.701233302836273e-06,1.0893435941263887,0.030796874568287627,9409.133155942833
73,0.0014584821589622267,0.01292187660861374,0.0036096099321421913,0.9663475023571746,0.01291206093047191,19.215095612738004,0.007733809762969928,4.031880587623618,495.5281940464176,0.7700221788243061,39.41130972046837,17.88027181824614,0.004118394296674891,0.0736380094792617,-0.07363800947926169,6.838541844838445e-05,1.458934746425713,0.16110346699060885,55284.24529172744
